timestamp,controller_mode,load_pattern,trial_num,elapsed_sec,queue_length,cpu_util,container_mem_pct,io_write_ops,indexing_time_rate,os_cpu_percent,os_mem_used_percent,batch_size,poll_interval_ms,inv_poll_interval,messages_consumed,messages_indexed,cycle_duration_ms,avg_latency_ms,injection_rate,total_injected
2026-04-23T01:30:50.022828,static,step,1,15.2,2644,134.71204150350457,72.11322784423828,47.43381743081147,186.8892406773972,73,76,250,200,5.0,250,250,35.0956916809082,628.1497279999971,1000,14100
2026-04-23T01:30:51.109370,static,step,1,16.3,3644,125.22635765991666,72.16358184814453,52.48457637217095,139.03808828417218,69,76,250,200,5.0,250,250,37.142276763916016,631.7258800000019,1000,15100
2026-04-23T01:30:52.200693,static,step,1,17.4,4644,100.94174840122608,72.19352722167969,49.55322194242007,103.69470517580497,54,76,250,200,5.0,250,250,37.076711654663086,551.1896399999985,1000,16100
2026-04-23T01:30:53.269892,static,step,1,18.5,645,144.61650164076792,72.19352722167969,44.78446502423781,131.55436600869857,70,76,250,200,5.0,250,250,50.01354217529297,522.5583400000003,1000,17100
2026-04-23T01:30:54.370143,static,step,1,19.6,1527,96.97102011936741,72.18894958496094,43.91140533707203,116.18225995433643,53,76,250,200,5.0,137,250,292.8938865661621,548.8020239999978,1000,18100
2026-04-23T01:30:55.461488,static,step,1,20.7,2645,162.92076198040255,72.18894958496094,38.22721789484306,194.77677689277178,88,77,250,200,5.0,250,250,109.50970649719238,1046.6483839999967,1000,19100
2026-04-23T01:30:56.545487,static,step,1,21.7,3745,193.80176770732714,72.29270935058594,88.59509380906384,258.40235694310286,95,77,250,200,5.0,250,250,39.37864303588867,1094.727151999996,1000,20100
2026-04-23T01:30:57.592032,static,step,1,22.8,0,164.65936410804926,72.45521545410156,65.86374564321972,90.3274225964156,80,77,250,200,5.0,250,250,220.82829475402832,645.2072639999991,1000,21100
2026-04-23T01:30:58.654559,static,step,1,23.9,1000,120.5096363549842,72.49526977539062,49.89852130323564,119.56815482096088,64,77,250,200,5.0,250,250,44.701337814331055,818.4707999999998,1000,22100
2026-04-23T01:30:59.702945,static,step,1,24.9,2000,136.99687709244785,72.4893569946289,43.76289129342084,110.358595435583,71,77,250,200,5.0,250,250,46.23889923095703,773.256432,1000,23000
2026-04-23T01:31:00.762959,static,step,1,26.0,3000,139.48108622830463,72.4893569946289,46.17304923419739,87.53640583983255,68,77,250,200,5.0,250,250,32.668113708496094,691.4530279999972,1000,24000
2026-04-23T01:31:01.839840,static,step,1,27.0,3900,84.93662470962273,72.49279022216797,87.73673321653337,73.73619068198018,50,77,250,200,5.0,250,250,31.603574752807617,610.9441960000031,1000,25000
2026-04-23T01:31:02.902747,static,step,1,28.1,500,105.94389340793009,72.49279022216797,42.37755736317204,77.38510475014024,64,77,250,200,5.0,250,250,38.44571113586426,640.65058,1000,26000
2026-04-23T01:31:03.991015,static,step,1,29.2,1500,95.21400789987439,72.50518798828125,44.806591952882066,65.34294659795302,50,77,250,200,5.0,250,250,35.650014877319336,577.4171519999987,1000,27000
2026-04-23T01:31:05.080218,static,step,1,30.3,2400,157.28736579961455,72.54810333251953,52.429121933204854,99.33938892607236,85,77,250,200,5.0,149,250,293.40600967407227,514.9841839999999,0,27700
2026-04-23T01:31:06.147015,static,step,1,31.4,2700,97.47159691376702,72.53952026367188,39.91693968849506,29.70562953562423,32,77,250,200,5.0,45,250,516.6430473327637,537.8766400000026,0,27700
2026-04-23T01:31:07.210116,static,step,1,32.4,2700,18.949169847974883,72.53952026367188,16.106794370778648,0.0,11,77,250,200,5.0,0,45,515.6846046447754,1079.0230000000008,0,27700
2026-04-23T01:31:08.281241,static,step,1,33.5,0,2.7986331240552906,72.53952026367188,0.0,0.0,1,77,250,200,5.0,0,45,517.5087451934814,1079.0230000000008,0,27700
2026-04-23T01:31:09.351853,static,step,1,34.6,0,2.8015199515346794,72.53952026367188,0.9338399838448932,0.0,1,77,250,200,5.0,0,45,519.1447734832764,1079.0230000000008,0,27700
2026-04-23T01:31:10.435626,static,step,1,35.6,0,2.7607903160373355,72.52197265625,0.0,0.0,4,77,250,200,5.0,0,45,516.5328979492188,1079.0230000000008,0,27700
2026-04-23T01:31:11.511018,static,step,1,36.7,0,0.9317190926149176,72.54829406738281,41.92735916767129,0.0,1,77,250,200,5.0,0,45,515.2919292449951,1079.0230000000008,0,27700
2026-04-23T01:31:12.561417,static,step,1,37.8,0,1.8640555780731132,72.52311706542969,0.0,0.0,0,77,250,200,5.0,0,45,514.8074626922607,1079.0230000000008,0,27700
2026-04-23T01:31:13.643622,static,step,1,38.8,0,14.162096189476959,72.54695892333984,1.8882794919302612,0.0,9,77,250,200,5.0,0,45,521.1856365203857,1079.0230000000008,0,27700
2026-04-23T01:31:14.701407,static,step,1,39.9,0,1.8607361663805226,72.54695892333984,0.0,0.0,1,77,250,200,5.0,0,45,515.6798362731934,1079.0230000000008,0,27700
2026-04-23T01:31:29.634593,rule_based,step,1,0.0,0,0.0,72.53742218017578,0.0,0.0,1,77,250,200,5.0,0,45,521.761417388916,1079.0230000000008,1000,100
2026-04-23T01:31:30.723792,rule_based,step,1,1.1,690,2.7943298447085243,72.53875732421875,5.588659689417049,30.737628291793765,1,77,250,200,5.0,250,250,32.29069709777832,514.4436079999978,1000,1100
2026-04-23T01:31:31.822287,rule_based,step,1,2.2,1800,95.05564313797944,72.56832122802734,51.6016348463317,109.54031256852869,41,77,200,200,5.0,200,200,56.37931823730469,723.9173200000021,1000,2100
2026-04-23T01:31:32.883579,rule_based,step,1,3.3,2800,132.8426004413865,72.56832122802734,52.58352934138216,96.86439615517767,66,77,150,200,5.0,150,150,31.47745132446289,718.7115200000003,1000,3100
2026-04-23T01:31:33.949240,rule_based,step,1,4.3,3800,127.07759094724047,72.57308959960938,69.22883685931757,47.417011547477784,55,77,100,200,5.0,100,100,14.284610748291016,983.6001199999992,1000,4100
2026-04-23T01:31:35.022655,rule_based,step,1,5.4,1496,69.99314136955668,72.61619567871094,61.70447989158287,28.549833979687598,31,77,50,200,5.0,50,50,14.54472541809082,1633.6737599999985,1000,5100
2026-04-23T01:31:36.077366,rule_based,step,1,6.5,2496,71.08491834470354,72.61619567871094,90.04089656995781,23.694972781567845,31,77,3,200,5.0,3,3,20.160198211669922,2354.027,1000,6000
2026-04-23T01:31:37.155084,rule_based,step,1,7.5,2996,90.74549408744763,72.59254455566406,172.03833254078614,10.397921197520041,40,76,3,200,5.0,3,3,16.46113395690918,3320.563,1000,7000
2026-04-23T01:31:38.238571,rule_based,step,1,8.6,3996,37.03188935030697,72.59807586669922,57.399428492975794,7.406377870061393,16,76,3,200,5.0,3,3,27.861356735229492,4521.934,1000,8000
